Status,Policy Path,Policy Name,Supported On,Registry Settings,Help Text,Reboot Required,Comments
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Log on as a batch job,"At least Windows XP SP2, Windows Server 2003",User Rights security settings are not registry keys,"Log on as a batch job

This security setting allows a user to be logged on by means of a batch-queue facility and is provided only for compatibility with older versions of Windows.

For example, when a user submits a job by means of the task scheduler, the task scheduler logs that user on as a batch user rather than as an interactive user.


Default: Administrators
Backup Operators.",No,"Note: In Windows 2000 Server, Windows 2000 Professional, Windows XP Professional, and the Windows Server 2003 family, the Task Scheduler automatically grants this right as necessary."
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Log on as a service,"At least Windows XP SP2, Windows Server 2003",User Rights security settings are not registry keys,"Log on as a service

This security setting allows a security principal to log on as a service. Services can be configured to run under the Local System, Local Service, or Network Service accounts, which have a built in right to log on as a service. Any service that runs under a separate user account must be assigned the right.

Default setting: None.",No,Logoff required
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Log on locally,Only Windows XP SP2,User Rights security settings are not registry keys,"Log on locally

Determines which users can log on to the computer. 

Important

Modifying this setting may affect compatibility with clients, services, and applications. For compatibility information about this setting, see Allow log on locally (http://go.microsoft.com/fwlink/?LinkId=24268 ) at the Microsoft website. 

Default: 

? On workstations and servers: Administrators, Backup Operators, Power Users, Users, and Guest.
? On domain controllers: Account Operators, Administrators, Backup Operators, and Print Operators. ",No,"Note: See also the corresponding Windows Server 2003 Allow log on locally policy setting, earlier in this worksheet. "
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Manage auditing and security log,"At least Windows XP SP2, Windows Server 2003",User Rights security settings are not registry keys,"Manage auditing and security log

This security setting determines which users can specify object access auditing options for individual resources, such as files, Active Directory objects, and registry keys.

This security setting does not allow a user to enable file and object access auditing in general. For such auditing to be enabled, the Audit object access setting in Computer Configuration\Windows Settings\Security Settings\Local Policies\\Audit Policies must be configured.

You can view audited events in the security log of the Event Viewer. A user with this privilege can also view and clear the security log.

Default: Administrators.",No,Logoff required
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Modify an object label,"At least Windows Vista, Windows Server 2008",User Rights security settings are not registry keys,"Modify an object label

This privilege determines which user accounts can modify the integrity label of objects, such as files, registry keys, or processes owned by other users. Processes running under a user account can modify the label of an object owned by that user to a lower level without this privilege.

Default: None",No,Logoff required
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Modify firmware environment values,"At least Windows XP SP2, Windows Server 2003",User Rights security settings are not registry keys,"Modify firmware environment values

This security setting determines who can modify firmware environment values. Firmware environment variables are settings stored in the nonvolatile RAM of non-x86-based computers. The effect of the setting depends on the processor.

On x86-based computers, the only firmware environment value that can be modified by assigning this user right is the Last Known Good Configuration setting, which should only be modified by the system.
On Itanium-based computers, boot information is stored in nonvolatile RAM. Users must be assigned this user right to run bootcfg.exe and to change the Default Operating System setting on Startup and Recovery in System Properties.
On all computers, this user right is required to install or upgrade Windows.

Note: This security setting does not affect who can modify the system environment variables and user environment variables that are displayed on the Advanced tab of System Properties. For information about how to modify these variables, see To add or change the values of environment variables.

Default: Administrators.",No,Logoff required
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Perform volume maintenance tasks,"At least Windows XP SP2, Windows Server 2003",User Rights security settings are not registry keys,"Perform volume maintenance tasks

This security setting determines which users and groups can run maintenance tasks on a volume, such as remote defragmentation.

Use caution when assigning this user right. Users with this user right can explore disks and extend files in to memory that contains other data. When the extended files are opened, the user might be able to read and modify the acquired data.

Default: Administrators",No,Logoff required
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Profile single process,"At least Windows XP SP2, Windows Server 2003",User Rights security settings are not registry keys,"Profile single process

This security setting determines which users can use performance monitoring tools to monitor the performance of nonsystem processes.

Default: Administrators, Power users.",No,Logoff required
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Profile system performance,"At least Windows XP SP2, Windows Server 2003",User Rights security settings are not registry keys,"Profile system performance

This security setting determines which users can use performance monitoring tools to monitor the performance of system processes.

Default: Administrators.

",No,Logoff required
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Remove computer from docking station,"At least Windows XP SP2, Windows Server 2003",User Rights security settings are not registry keys,"Remove computer from docking station

This security setting determines whether a user can undock a portable computer from its docking station without logging on.

If this policy is enabled, the user must log on before removing the portable computer from its docking station. If this policy is disabled, the user may remove the portable computer from its docking station without logging on.

Default: Administrators, Power Users, Users",No,Logoff required
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Replace a process level token,"At least Windows XP SP2, Windows Server 2003",User Rights security settings are not registry keys,"Replace a process level token

This security setting determines which user accounts can call the CreateProcessAsUser() application programming interface (API) so that one service can start another. An example of a process that uses this user right is Task Scheduler. For information about Task Scheduler, see Task Scheduler overview.

Default: Network Service, Local Service.",No,Logoff required
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Restore files and directories,"At least Windows XP SP2, Windows Server 2003",User Rights security settings are not registry keys,"Restore files and directories

This security setting determines which users can bypass file, directory, registry, and other persistent objects permissions when restoring backed up files and directories, and determines which users can set any valid security principal as the owner of an object.

Specifically, this user right is similar to granting the following permissions to the user or group in question on all files and folders on the system:

Traverse Folder/Execute File
Write

Caution

Assigning this user right can be a security risk. Since users with this user right can overwrite registry settings, hide data, and gain ownership of system objects, only assign this user right to trusted users.

Default:

Workstations and servers: Administrators, Backup Operators.
Domain controllers: Administrators, Backup Operators, Server Operators.",No,Logoff required
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Shut down the system,"At least Windows XP SP2, Windows Server 2003",User Rights security settings are not registry keys,"Shut down the system

This security setting determines which users who are logged on locally to the computer can shut down the operating system using the Shut Down command. Misuse of this user right can result in a denial of service.

Default on Workstations: Administrators, Backup Operators, Users.

Default on Servers: Administrators, Backup Operators.

Default on Domain controllers: Administrators, Backup Operators, Server Operators, Print Operators.",No,Logoff required
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Synchronize directory service data,"At least Windows XP SP2, Windows Server 2003",User Rights security settings are not registry keys,"Synchronize directory service data

This security setting determines which users and groups have the authority to synchronize all directory service data. This is also known as Active Directory synchronization.

Defaults: None.",No,Logoff required
,Computer Configuration\Windows Settings\Local Policies\User Rights Assignment,Take ownership of files or other objects,"At least Windows XP SP2, Windows Server 2003",User Rights security settings are not registry keys,"Take ownership of files or other objects

This security setting determines which users can take ownership of any securable object in the system, including Active Directory objects, files and folders, printers, registry keys, processes, and threads.

Caution

Assigning this user right can be a security risk. Since owners of objects have full control of them, only assign this user right to trusted users.

Default: Administrators.",No,Logoff required
,Computer Configuration\Windows Settings\Local Policies\Security Options,Accounts: Administrator account status,"Windows XP SP2, Windows Server 2003",Not a registry key,"Accounts: Administrator account status

This security setting determines whether the local Administrator account is enabled or disabled.

Notes

If you try to reenable the Administrator account after it has been disabled, and if the current Administrator password does not meet the password requirements, you cannot reenable the account. In this case, an alternative member of the Administrators group must reset the password on the Administrator account. For information about how to reset a password, see To reset a password.
Disabling the Administrator account can become a maintenance issue under certain circumstances. 

Under Safe Mode boot, the disabled Administrator account will only be enabled if the machine is non-domain joined and there are no other local active administrator accounts.  If the computer is domain joined the disabled administrator will not be enabled.

Default: Disabled.",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Accounts: Block Microsoft accounts,"Windows 8, Windows Server 2012",Not a registry key,"Accounts: Block Microsoft accounts

This policy setting prevents users from adding new Microsoft accounts on this computer.

If you select the ¡°Users can¡¯t add Microsoft accounts¡± option, users will not be able to create ne Microsoft accounts on this computer, switch a local account to a Microsoft account, or connect a domain account to a Microsoft account. This is the preferred option if you need to limit the use of Microsoft accounts in your enterprise.

If you select the ¡°Users can¡¯t add or log on with Microsoft accounts¡± option, existing Microsoft account users will not be able to log on to Windows. Selecting this option might make it impossible for an existing administrator on this computer to log on and manage the system.

If you disable or do not configure this policy (recommended), users will be able to use Microsoft accounts with Windows.
",,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Accounts: Guest account status,"At least Windows XP SP2, Windows Server 2003",Not a registry key,"Accounts: Guest account status

This security setting determines if the Guest account is enabled or disabled.

Default: Disabled.

Note: If the Guest account is disabled and the security option Network Access: Sharing and Security Model for local accounts is set to Guest Only, network logons, such as those performed by the Microsoft Network Server (SMB Service), will fail.",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Accounts: Limit local account use of blank passwords to console logon only,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Control\Lsa\LimitBlankPasswordUse,"Accounts: Limit local account use of blank passwords to console logon only

This security setting determines whether local accounts that are not password protected can be used to log on from locations other than the physical computer console. If enabled, local accounts that are not password protected will only be able to log on at the computer's keyboard.

Default: Enabled.


Warning:

Computers that are not in physically secure locations should always enforce strong password policies for all local user accounts. Otherwise, anyone with physical access to the computer can log on by using a user account that does not have a password. This is especially important for portable computers.
If you apply this security policy to the Everyone group, no one will be able to log on through Remote Desktop Services.

Notes

This setting does not affect logons that use domain accounts.
It is possible for applications that use remote interactive logons to bypass this setting.

Note: Remote Desktop Services was called Terminal Services in previous versions of Windows Server.",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Accounts: Rename administrator account,"At least Windows XP SP2, Windows Server 2003",Not a registry key,"Accounts: Rename administrator account

This security setting determines whether a different account name is associated with the security identifier (SID) for the account Administrator. Renaming the well-known Administrator account makes it slightly more difficult for unauthorized persons to guess this privileged user name and password combination.

Default: Administrator.",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Accounts: Rename guest account,"At least Windows XP SP2, Windows Server 2003",Not a registry key,"Accounts: Rename guest account

This security setting determines whether a different account name is associated with the security identifier (SID) for the account ""Guest."" Renaming the well-known Guest account makes it slightly more difficult for unauthorized persons to guess this user name and password combination.

Default: Guest.

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Audit: Audit the accesss of global system objects,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Control\Lsa\AuditBaseObjects,"Audit: Audit the access of global system objects

This security setting determines whether to audit the access of global system objects.

If this policy is enabled, it causes system objects, such as mutexes, events, semaphores and DOS devices, to be created with a default system access control list (SACL). Only named objects are given a SACL; SACLs are not given to objects without names.  If the Audit object access audit policy is also enabled, access to these system objects is audited.

Note: When configuring this security setting, changes will not take effect until you restart Windows.

Default: Disabled.",Yes,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Audit: Audit the use of Backup and Restore privilege,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Control\Lsa\FullPrivilegeAuditing,"Audit: Audit the use of Backup and Restore privilege

This security setting determines whether to audit the use of all user privileges, including Backup and Restore, when the Audit privilege use policy is in effect. Enabling this option when the Audit privilege use policy is also enabled generates an audit event for every file that is backed up or restored.

If you disable this policy, then use of the Backup or Restore privilege is not audited even when Audit privilege use is enabled.

Note: On Windows versions prior to Windows Vista configuring this security setting, changes will not take effect until you restart Windows. Enabling this setting can cause a LOT of events, sometimes hundreds per second, during a backup operation.

Default: Disabled.

",Yes,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings,"At least Windows Vista, Windows Server 2008",MACHINE\System\CurrentControlSet\Control\Lsa\SCENoApplyLegacyAuditPolicy,"Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings.

Windows Vista and later versions of Windows allow audit policy to be managed in a more precise way using audit policy subcategories.  Setting audit policy at the category level will override the new subcategory audit policy feature.  Group Policy only allows audit policy to be set at the category level, and existing group policy may override the subcategory settings of new machines as they are joined to the domain or upgraded to Windows Vista or later versions.  To allow audit policy to be managed using subcategories without requiring a change to Group Policy, there is a new registry value in Windows Vista and later versions, SCENoApplyLegacyAuditPolicy, which prevents the application of category-level audit policy from Group Policy and from the Local Security Policy administrative tool.

If the category level audit policy set here is not consistent with the events that are currently being generated, the cause might be that this registry key is set.

Default: Disabled",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Audit: Shut down system immediately if unable to log security audits,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Control\Lsa\CrashOnAuditFail,"Audit: Shut down system immediately if unable to log security audits

This security setting determines whether the system shuts down if it is unable to log security events.

If this security setting is enabled, it causes the system to stop if a security audit cannot be logged for any reason. Typically, an event fails to be logged when the security audit log is full and the retention method that is specified for the security log is either Do Not Overwrite Events or Overwrite Events by Days.

If the security log is full and an existing entry cannot be overwritten, and this security option is enabled, the following Stop error appears:

STOP: C0000244 {Audit Failed}
An attempt to generate a security audit failed.
To recover, an administrator must log on, archive the log (optional), clear the log, and reset this option as desired. Until this security setting is reset, no users, other than a member of the Administrators group will be able to log on to the system, even if the security log is not full.

Note: On Windows versions prior to Windows Vista configuring this security setting, changes will not take effect until you restart Windows.

Default: Disabled.

",Yes,
,Computer Configuration\Windows Settings\Local Policies\Security Options,DCOM: Machine Access Restrictions in Security Descriptor Definition Language (SDDL) syntax,"At least Windows XP SP2, Windows Server 2003",MACHINE\SOFTWARE\policies\Microsoft\windows NT\DCOM\MachineAccessRestriction,"DCOM: Machine Access Restrictions in Security Descriptor Definition Language (SDDL) syntax

This policy setting determines which users or groups can access DCOM application remotely or locally. This setting is used to control the attack surface of the computer for DCOM applications.

You can use this policy setting to specify access permissions to all the computers to particular users for DCOM applications in the enterprise. When you specify the users or groups that are to be given permission, the security descriptor field is populated with the Security Descriptor Definition Language representation of those groups and privileges. If the security descriptor is left blank, the policy setting is defined in the template, but it is not enforced. Users and groups can be given explicit Allow or Deny privileges on both local access and remote access.

The registry settings that are created as a result of enabling the DCOM: Machine Access Restrictions in Security Descriptor Definition Language (SDDL) syntax policy setting take precedence over (have higher priority) the previous registry settings in this area. Remote Procedure Call Services (RpcSs) checks the new registry keys in the Policies section for the computer restrictions, and these registry entries take precedence over the existing registry keys under OLE. This means that previously existing registry settings are no longer effective, and if you make changes to the existing settings, computer access permissions for users are not changed. Use care in configuring their list of users and groups.

The possible values for this policy setting are:

¨° Blank. This represents the local security policy way of deleting the policy enforcement key. This value deletes the policy and then sets it as Not defined state. The Blank value is set by using the ACL editor and emptying the list, and then pressing OK.

¨° SDDL. This is the Security Descriptor Definition Language representation of the groups and privileges you specify when you enable this policy.

¨° Not Defined. This is the default value.

Note
If the administrator is denied permission to access DCOM applications due to the changes made to DCOM in Windows, the administrator can use the DCOM: Machine Access Restrictions in Security Descriptor Definition Language (SDDL) syntax policy setting to manage DCOM access to the computer. The administrator can specify which users and groups can access the DCOM application on the computer both ",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,DCOM: Machine Launch Restrictions in Security Descriptor Definition Language (SDDL) syntax,"At least Windows XP SP2, Windows Server 2003",MACHINE\SOFTWARE\policies\Microsoft\windows NT\DCOM\MachineLaunchRestriction,"DCOM: Machine Launch Restrictions in Security Descriptor Definition Language (SDDL) syntax

This policy setting determines which users or groups can launch or activate DCOM applications remotely or locally. This setting is used to control the attack surface of the computer for DCOM applications.

You can use this setting to grant access to all the computers to users of DCOM applications. When you define this setting, and specify the users or groups that are to be given permission, the security descriptor field is populated with the Security Descriptor Definition Language representation of those groups and privileges. If the security descriptor is left blank, the policy setting is defined in the template, but it is not enforced. Users and groups can be given explicit Allow or Deny privileges on local launch, remote launch, local activation, and remote activation.

The registry settings that are created as a result of this policy take precedence over the previous registry settings in this area. Remote Procedure Call Services (RpcSs) checks the new registry keys in the Policies section for the computer restrictions; these entries take precedence over the existing registry keys under OLE.

The possible values for this Group Policy setting are:

ò Blank. This represents the local security policy way of deleting the policy enforcement key. This value deletes the policy and then sets it to Not defined state. The Blank value is set by using the ACL editor and emptying the list, and then pressing OK.

ò SDDL. This is the Security Descriptor Definition Language representation of the groups and privileges you specify when you enable this policy.

ò Not Defined. This is the default value.

Note
If the administrator is denied access to activate and launch DCOM applications due to the changes made to DCOM in this version of Windows, this policy setting can be used for controlling the DCOM activation and launch to the computer. The administrator can specify which users and groups can launch and activate DCOM applications on the computer both locally and remotely by using the DCOM: Machine Launch Restrictions in Security Descriptor Definition Language (SDDL) syntax policy setting. This restores control of the DCOM application to the administrator and specified users. To do this, open the DCOM: Machine Launch Restrictions in Security Descriptor Definition L",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Devices: Allow undock without having to log on,"At least Windows XP SP2, Windows Server 2003",MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\UndockWithoutLogon,"Devices: Allow undock without having to log on

This security setting determines whether a portable computer can be undocked without having to log on. If this policy is enabled, logon is not required and an external hardware eject button can be used to undock the computer. If disabled, a user must log on and have the Remove computer from docking station privilege to undock the computer.

Default: Enabled.

Caution

Disabling this policy may tempt users to try and physically remove the laptop from its docking station using methods other than the external hardware eject button. Since this may cause damage to the hardware, this setting, in general, should only be disabled on laptop configurations that are physically securable.

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Devices: Allowed to format and eject removable media,"At least Windows XP SP2, Windows Server 2003",MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\AllocateDASD,"Devices: Allowed to format and eject removable media

This security setting determines who is allowed to format and eject removable NTFS media. This capability can be given to:

Administrators
Administrators and Interactive Users

Default: This policy is not defined and only Administrators have this ability.

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Devices: Prevent users from installing printer drivers,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Control\Print\Providers\LanMan Print Services\Servers\AddPrinterDrivers,"Devices: Prevent users from installing printer drivers when connecting to shared printers

For a computer to print to a shared printer, the driver for that shared printer must be installed on the local computer. This security setting determines who is allowed to install a printer driver as part of connecting to a shared printer. If this setting is enabled, only Administrators can install a printer driver as part of connecting to a shared printer. If this setting is disabled, any user can install a printer driver as part of connecting to a shared printer.

Default on servers: Enabled.
Default on workstations: Disabled


Notes

This setting does not affect the ability to add a local printer.
This setting does not affect Administrators.
",No,"For the policy change to take effect, the spooler service needs to be stopped/restarted, but the system does not have to be rebooted."
,Computer Configuration\Windows Settings\Local Policies\Security Options,Devices: Restrict CD-ROM access to locally logged-on user only,"At least Windows XP SP2, Windows Server 2003",MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\AllocateCDRoms,"Devices: Restrict CD-ROM access to locally logged-on user only

This security setting determines whether a CD-ROM is accessible to both local and remote users simultaneously.

If this policy is enabled, it allows only the interactively logged-on user to access removable CD-ROM media. If this policy is enabled and no one is logged on interactively, the CD-ROM can be accessed over the network.

Default: This policy is not defined and CD-ROM access is not restricted to the locally logged-on user.

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Devices: Restrict floppy access to locally logged-on user only,"At least Windows XP SP2, Windows Server 2003",MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\AllocateFloppies,"Devices: Restrict floppy access to locally logged-on user only

This security setting determines whether removable floppy media are accessible to both local and remote users simultaneously.

If this policy is enabled, it allows only the interactively logged-on user to access removable floppy media. If this policy is enabled and no one is logged on interactively, the floppy can be accessed over the network.

Default: This policy is not defined and floppy disk drive access is not restricted to the locally logged-on user.

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Domain controller: Allow server operators to schedule tasks,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Control\Lsa\SubmitControl,"Domain controller: Allow server operators to schedule tasks

This security setting determines if Server Operators are allowed to submit jobs by means of the AT schedule facility.

Note: This security setting only affects the AT schedule facility; it does not affect the Task Scheduler facility.
Default: This policy is not defined, which means that the system treats it as disabled.

",Yes,Restart of service might be sufficient
,Computer Configuration\Windows Settings\Local Policies\Security Options,Domain controller: LDAP server signing requirements,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Services\NTDS\Parameters\LDAPServerIntegrity,"Domain controller: LDAP server signing requirements

This security setting determines whether the LDAP server requires signing to be negotiated with LDAP clients, as follows:

None: Data signing is not required in order to bind with the server. If the client requests data signing, the server supports it.
Require signature: Unless TLS\SSL is being used, the LDAP data signing option must be negotiated.

Default: This policy is not defined, which has the same effect as None.

Caution

If you set the server to Require Signature, you must also set the client. Not setting the client results in loss of connection with the server.

Notes

This setting does not have any impact on LDAP simple bind or LDAP simple bind through SSL. No Microsoft LDAP clients that are shipped with Windows XP Professional use LDAP simple bind or LDAP simple bind through SSL to talk to a domain controller.
If signing is required, then LDAP simple bind and LDAP simple bind through SSL requests are rejected. No Microsoft LDAP clients running Windows XP Professional or the Windows Server 2003 family use LDAP simple bind or LDAP simple bind through SSL to bind to directory service.

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Domain controller: Refuse machine account password changes,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\RefusePasswordChange,"Domain controller: Refuse machine account password changes

This security setting determines whether domain controllers will refuse requests from member computers to change computer account passwords. By default, member computers change their computer account passwords every 30 days. If enabled, the domain controller will refuse computer account password change requests.

If it is enabled, this setting does not allow a domain controller to accept any changes to a computer account's password.

Default: This policy is not defined, which means that the system treats it as Disabled.

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Domain member: Digitally encrypt or sign secure channel data (always),"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\RequireSignOrSeal,"Domain member: Digitally encrypt or sign secure channel data (always)

This security setting determines whether all secure channel traffic initiated by the domain member must be signed or encrypted.

When a computer joins a domain, a computer account is created. After that, when the system starts, it uses the computer account password to create a secure channel with a domain controller for its domain. This secure channel is used to perform operations such as NTLM pass through authentication, LSA SID/name Lookup etc.

This setting determines whether or not all secure channel traffic initiated by the domain member meets minimum security requirements. Specifically it determines whether all secure channel traffic initiated by the domain member must be signed or encrypted. If this policy is enabled, then the secure channel will not be established unless either signing or encryption of all secure channel traffic is negotiated. If this policy is disabled, then encryption and signing of all secure channel traffic is negotiated with the Domain Controller in which case the level of signing and encryption depends on the version of the Domain Controller and the settings of the following two policies:

Domain member: Digitally encrypt secure channel data (when possible)
Domain member: Digitally sign secure channel data (when possible)

Default: Enabled.

Notes:

If this policy is enabled, the policy Domain member: Digitally sign secure channel data (when possible) is assumed to be enabled regardless of its current setting. This ensures that the domain member attempts to negotiate at least signing of the secure channel traffic.
If this policy is enabled, the policy Domain member: Digitally sign secure channel data (when possible) is assumed to be enabled regardless of its current setting. This ensures that the domain member attempts to negotiate at least signing of the secure channel traffic.
Logon information transmitted over the secure channel is always encrypted regardless of whether encryption of ALL other secure channel traffic is negotiated or not.

",No,"Important: In order to take advantage of this policy on member workstations and servers, all domain controllers that constitute the member¡¯s domain must be running Windows NT 4.0 Service Pack 6 or higher. 
In order to take advantage of this policy on doma"
,Computer Configuration\Windows Settings\Local Policies\Security Options,Domain member: Digitally encrypt secure channel data (when possible),"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\SealSecureChannel,"Domain member: Digitally encrypt secure channel data (when possible)

This security setting determines whether a domain member attempts to negotiate encryption for all secure channel traffic that it initiates.

When a computer joins a domain, a computer account is created. After that, when the system starts, it uses the computer account password to create a secure channel with a domain controller for its domain. This secure channel is used to perform operations such as NTLM passthrough authentication, LSA SID/name Lookup etc.

This setting determines whether or not the domain member attempts to negotiate encryption for all secure channel traffic that it initiates. If enabled, the domain member will request encryption of all secure channel traffic. If the domain controller supports encryption of all secure channel traffic, then all secure channel traffic will be encrypted. Otherwise only logon information transmitted over the secure channel will be encrypted. If this setting is disabled, then the domain member will not attempt to negotiate secure channel encryption.

Default: Enabled.

Important

There is no known reason for disabling this setting. Besides unnecessarily reducing the potential confidentiality level of the secure channel, disabling this setting may unnecessarily reduce secure channel throughput, because concurrent API calls that use the secure channel are only possible when the secure channel is signed or encrypted.

Note: Domain controllers are also domain members and establish secure channels with other domain controllers in the same domain as well as domain controllers in trusted domains.

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Domain member: Digitally sign secure channel data (when possible) ,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\SignSecureChannel,"Domain member: Digitally sign secure channel data (when possible)

This security setting determines whether a domain member attempts to negotiate signing for all secure channel traffic that it initiates.

When a computer joins a domain, a computer account is created. After that, when the system starts, it uses the computer account password to create a secure channel with a domain controller for its domain. This secure channel is used to perform operations such as NTLM pass through authentication, LSA SID/name Lookup etc.

This setting determines whether or not the domain member attempts to negotiate signing for all secure channel traffic that it initiates. If enabled, the domain member will request signing of all secure channel traffic. If the Domain Controller supports signing of all secure channel traffic, then all secure channel traffic will be signed which ensures that it cannot be tampered with in transit.

Default: Enabled.

Notes:

If the policy Domain member: Digitally encrypt or sign secure channel data (always) is enabled, then this policy is assumed to be enabled regardless of its current setting.
Domain controllers are also domain members and establish secure channels with other domain controllers in the same domain as well as domain controllers in trusted domains.

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Domain member: Disable machine account password changes,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\DisablePasswordChange,"Domain member: Disable machine account password changes

Determines whether a domain member periodically changes its computer account password. If this setting is enabled, the domain member does not attempt to change its computer account password. If this setting is disabled, the domain member attempts to change its computer account password as specified by the setting for Domain Member: Maximum age for machine account password, which by default is every 30 days.

Default: Disabled.

Notes

This security setting should not be enabled. Computer account passwords are used to establish secure channel communications between members and domain controllers and, within the domain, between the domain controllers themselves. Once it is established, the secure channel is used to transmit sensitive information that is necessary for making authentication and authorization decisions.
This setting should not be used in an attempt to support dual-boot scenarios that use the same computer account. If you want to dual-boot two installations that are joined to the same domain, give the two installations different computer names.",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Domain member: Maximum machine account password age,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\MaximumPasswordAge,"Domain member: Maximum machine account password age

This security setting determines how often a domain member will attempt to change its computer account password.

Default: 30 days.

Important

This setting applies to Windows 2000 computers, but it is not available through the Security Configuration Manager tools on these computers.

",No,"Important: This setting applies to Windows 2000 computers, but it is not available through the Security Configuration Manager tools on these computers. "
,Computer Configuration\Windows Settings\Local Policies\Security Options,Domain member: Require strong (Windows 2000 or later) session key,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\RequireStrongKey,"Domain member: Require strong (Windows 2000 or later) session key

This security setting determines whether 128-bit key strength is required for encrypted secure channel data.

When a computer joins a domain, a computer account is created. After that, when the system starts, it uses the computer account password to create a secure channel with a domain controller within the domain. This secure channel is used to perform operations such as NTLM passthrough authentication, LSA SID/name Lookup, and so on.

Depending on what version of Windows is running on the domain controller that the domain member is communicating with and the settings of the parameters:

Domain member: Digitally encrypt or sign secure channel data (always)
Domain member: Digitally encrypt secure channel data (when possible)
Some or all of the information that is transmitted over the secure channel will be encrypted. This policy setting determines whether or not 128-bit key strength is required for the secure channel information that is encrypted.

If this setting is enabled, then the secure channel will not be established unless 128-bit encryption can be performed. If this setting is disabled, then the key strength is negotiated with the domain controller.

Default: Disabled.

Important

In order to take advantage of this policy on member workstations and servers, all domain controllers that constitute the member's domain must be running Windows 2000 or later.
In order to take advantage of this policy on domain controllers, all domain controllers in the same domain as well as all trusted domains must run Windows 2000 or later.

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Interactive Logon: Display user information when session is locked,"At least Windows Vista, Windows Server 2008","Machine\Software\Microsoft\Windows\CurrentVersion\Policies\System, value=DontDisplayLockedUserId",Interactive Logon: Display user information when session is locked,,
